competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,price_per_stem,available_units,grower_country,product_url,matched_variety_name,variety_key,variety_score,cleaned_name_used,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Dvflora,51272,Rose Org Free Spirit 40cm DVF,Roses-Standard,Stem,Orange,40,1,1.39,1.39,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,dvf free orange rose spirit,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.93979811668396,2025-05-19,2025-05-28
Dvflora,24348,Rose Org Free Spirit 50cm,Roses-Standard,Stem,Orange,50,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,free orange rose spirit,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.93979811668396,2025-05-19,2025-05-28
Dvflora,52871,Rose Org Free Spirit 50cm Cs50,Roses-Standard,Stem,Orange,50,1,1.69,1.69,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,free orange rose spirit,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.93979811668396,2025-05-19,2025-05-28
Dvflora,51090,Rose Org Free Spirit 50cm DVF,Roses-Standard,Stem,Orange,50,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,dvf free orange rose spirit,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.93979811668396,2025-05-19,2025-05-28
Dvflora,30985,Rose Org Free Spirit 60cm,Roses-Standard,Stem,Orange,60,1,1.99,1.99,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,free orange rose spirit,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.93979811668396,2025-05-19,2025-05-28
Dvflora,10754,Astilbe Pink Erica,Astilbe,Bu,Pink,,1,,,,Costa Rica,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Astilbe pink,c690a5fe-77a1-448d-b59d-d75269acc5a2,0.9665077924728394,astilbe erica pink,Astilbe,09cbb165-445b-4c82-9a3b-b033cbac9f12,1.0,2025-05-19,2025-05-28
Dvflora,63370,Rose Yel Momentum 50cm,Roses-Standard,Stem,Yellow,50,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Momentum Roses yellow,275f40d0-78d9-46b8-b24e-d09637a7afa0,0.9958384037017822,momentum rose yellow,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.93979811668396,2025-05-19,2025-05-28
Dvflora,47260,Rose Yel Momentum 60cm,Roses-Standard,Stem,Yellow,60,1,1.89,1.89,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Momentum Roses yellow,275f40d0-78d9-46b8-b24e-d09637a7afa0,0.9958384037017822,momentum rose yellow,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.93979811668396,2025-05-19,2025-05-28
Dvflora,52079,Stock Asst DVflora 8pk,Stock,Bu,Assorted,,1,11.99,11.99,8,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,assorted dvflora stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,45094,Stock White Spray 60/70cm 5Pk5,Stock,Bu,White,60,60,10.99,10.99,5,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Double White Stock Spray white,bcb48e35-3482-41ca-9b66-32b5afd20e07,0.9043377637863159,5pk5 spray stock white,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,25240,Amaranthus Green Hanging,Amaranthus,Bu,Green,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Green hanging Amaranthus green,a035bd55-23af-4c21-83b0-baef07669984,0.9884793758392334,amaranthus green hanging,Amaranthus,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,39710,Stock Asst Spray 60/70cm 5Pk5s,Stock,Bu,Assorted,60,60,10.99,10.99,5,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Assorted Stock Spray mixed,1cdd0e18-f022-4bf4-b588-0e3bfe47b671,0.913283109664917,5pk5s assorted spray stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,40736,Rose Pk Opala 50cm,Roses-Standard,Stem,Pink,50,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Opala Roses pink,602c24cc-486e-4a69-bc82-b5599de0423d,0.9861081838607788,opala pink rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.93979811668396,2025-05-19,2025-05-28
Dvflora,41301,Campanula Purple 10st,Campanula,Bu,Purple,,10,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Purple Campanula purple,ab43b132-ced7-4644-b458-756d0015cc76,0.9933685064315796,campanula purple,Campanula,1dc7ebac-ec79-439e-b916-09f304bb4ba0,1.0,2025-05-19,2025-05-28
Dvflora,41303,Campanula Pink 10st,Campanula,Bu,Pink,,10,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Campanula pink,4dfcae7b-b869-4e53-b242-065f9e29b4b5,0.9870439767837524,campanula pink,Campanula,1dc7ebac-ec79-439e-b916-09f304bb4ba0,1.0,2025-05-19,2025-05-28
Dvflora,41302,Campanula White 10st,Campanula,Bu,White,,10,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Campanula white,dec568b5-e939-43a6-9354-368a663f6430,0.9875600337982178,campanula white,Campanula,1dc7ebac-ec79-439e-b916-09f304bb4ba0,1.0,2025-05-19,2025-05-28
Dvflora,21547,Craspedia Yellow,Craspedia,Bu,Yellow,,1,,,,Craspedia Yellow,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Yellow Statice yellow,40235410-ac07-4419-b641-ca32a2f8fdd2,0.9430205821990967,craspedia yellow,Amarcrinum,f2246d90-1a35-41a2-9d57-10a3fbcdc8f0,0.8660879135131836,2025-05-19,2025-05-28
Dvflora,75125,Stock Pink-Lt Applebl 4pk,Stock,Bu,Pink,,1,12.99,12.99,4,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Stock pink,45bd7d4c-89f2-4b5e-a5ea-52b759201447,0.9352984428405762,applebl lt pink stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,31690,Dianthus Amazon Cherry,Dianthus,Bu,Pink Hot,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Amazon Cherry Dianthus cherry,1dd18998-6e33-45ab-ba2d-8e96ab3b4e6c,0.9851653575897217,amazon cherry dianthus,Dianthus,67cf5a2d-f8ce-4a3c-a9df-d3a328aabc09,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,31947,Dianthus Amazon Purple,Dianthus,Bu,Purple,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Gypsy Purple Dianthus purple,63242df7-23d3-4207-9fe6-8e7cc163161f,0.9649202227592468,amazon dianthus purple,Dianthus,67cf5a2d-f8ce-4a3c-a9df-d3a328aabc09,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,75125,Stock Pink-Lt Applebl 4pk,Stock,Bu,Pink Light,,1,12.99,12.99,4,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Stock pink,45bd7d4c-89f2-4b5e-a5ea-52b759201447,0.9352984428405762,applebl lt pink stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,40358,Rose Rd Explorer 50cm cs50,Roses-Standard,Stem,Red,50,1,1.15,1.15,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Explorer Roses red,41a167bd-bf87-4f11-8afa-1c9cbb3a3cca,0.9890871047973633,explorer red rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.93979811668396,2025-05-19,2025-05-28
Dvflora,52827,Rose Rd Explorer 70/80cm DVF,Roses-Standard,Stem,Red,70,70,1.29,1.29,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Explorer Roses red,41a167bd-bf87-4f11-8afa-1c9cbb3a3cca,0.9324287176132202,dvf explorer red rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.93979811668396,2025-05-19,2025-05-28
Dvflora,31486,Dianthus Amazon Asst 6pk Calif,Dianthus,Bu,Assorted,,1,7.79,7.79,6,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Holiday Assorted Dianthus mixed,471ebc8d-712c-4541-972c-2f788bbde50c,0.9260125160217285,amazon assorted calif dianthus,Dianthus,67cf5a2d-f8ce-4a3c-a9df-d3a328aabc09,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,38093,Dianthus Amazon Red Scarlet,Dianthus,Bu,Red,,1,,,,Dianthus Amazon Red Scarlet,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Red Dianthus red,36eb82c7-abe2-47a8-aa5a-bb1206011163,0.9350904822349548,amazon dianthus red scarlet,Dianthus,67cf5a2d-f8ce-4a3c-a9df-d3a328aabc09,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,47596,Anemone White Ecuador,Anemone,Bu,White,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Anemone white,7b6fb0c0-643a-436f-b712-cc5ee4ad2b8a,0.9328375458717346,anemone ecuador white,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0,2025-05-19,2025-05-28
Dvflora,18013,Anemone White Panda Canada,Anemone,Bu,White,,1,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Mistral White Panda Anemone white,f231cbeb-86d0-4755-8b03-fddb71a8b31f,0.9647731781005859,anemone canada panda white,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0,2025-05-19,2025-05-28
Dvflora,68448,Artemisia Dusty Miller 60cm 4p,Artemisia,Bu,Bicolor,60,1,15.99,15.99,4,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,artemisia dusty miller,Gardenia,c6857541-7426-4f90-b64f-1af4002f66b0,0.8881041407585144,2025-05-19,2025-05-28
Dvflora,74486,Mum Disbud White Zembla,Mums-Stem,Stem,White,,1,1.29,1.29,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Cremon Zembla White Chrysanthemum Disbuds/ Mums white,3af1ff19-232b-4b0c-bc61-6dfa20ac7ada,0.9355082511901855,disbud mum white zembla,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9030476212501526,2025-05-19,2025-05-28
Dvflora,40531,Stock Pink/White Antique 4pk B,Stock,Bu,White,,1,12.99,12.99,4,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Vintage Stock pink,dba92934-0c38-4d9f-985d-a0e8b54ce70b,0.9598796367645264,antique b pink stock white,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,31690,Dianthus Amazon Cherry,Dianthus,Bu,Pink,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Amazon Cherry Dianthus cherry,1dd18998-6e33-45ab-ba2d-8e96ab3b4e6c,0.9851653575897217,amazon cherry dianthus,Dianthus,67cf5a2d-f8ce-4a3c-a9df-d3a328aabc09,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,38004,Dianthus Amazon Burgundy,Dianthus,Bu,Burgundy,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Gypsy Burgundy Dianthus burgundy,c6a666c9-93a1-47b7-b44d-614088e45be8,0.9671381115913391,amazon burgundy dianthus,Dianthus,67cf5a2d-f8ce-4a3c-a9df-d3a328aabc09,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,40536,Fever Few Dbl White Tetra 5Stm,Fever Few,Bu,White,,5,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,5stm double fever few tetra white,Matricaria (feverfew),dc1ceaf7-5976-42e8-b01b-076d2c87a30f,0.8742703199386597,2025-05-19,2025-05-28
Dvflora,27585,Feverfew Daisy California,Fever Few,Bu,White,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,california daisy feverfew,Matricaria (feverfew),dc1ceaf7-5976-42e8-b01b-076d2c87a30f,0.8742703199386597,2025-05-19,2025-05-28
Dvflora,74478,Mum Disbud Yellow Astroid,Mums-Stem,Stem,Yellow,,1,1.29,1.29,160,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magical Summer Sun Hypericum yellow,ca36c026-2120-4365-805a-a41a2854ccf4,0.9555696249008179,astroid disbud mum yellow,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9030476212501526,2025-05-19,2025-05-28
Dvflora,68177,Mum Super Ylw Asteroid 60pk,Mums-Stem,Stem,Yellow,,1,1.49,1.49,60,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magical Summer Sun Hypericum yellow,ca36c026-2120-4365-805a-a41a2854ccf4,0.9542843103408813,asteroid mum super yellow,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9030476212501526,2025-05-19,2025-05-28
Dvflora,32722,Freesia Asst Canada,Freesia,Bu,Assorted,,1,9.29,9.29,5,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Assorted Freesia Single mixed,3c2da6a1-ea07-4c2c-9d89-c9f24b0e11e0,0.9151560664176941,assorted canada freesia,Freesia Single,84132732-29d4-4525-bc0f-9f27fd22c94d,0.9645640850067139,2025-05-19,2025-05-28
Dvflora,30532,Rose Wht Polo 60cm,Roses-Standard,Stem,White,60,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Polo Roses white,504073c7-09c9-4b60-99dc-76c4742f690e,0.9845113754272461,polo rose white,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.93979811668396,2025-05-19,2025-05-28
Dvflora,24836,Rose Wht Polo 60cm Cs100,Roses-Standard,Stem,White,60,1,1.69,1.69,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Polo Roses white,504073c7-09c9-4b60-99dc-76c4742f690e,0.9845113754272461,polo rose white,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.93979811668396,2025-05-19,2025-05-28
Dvflora,G1719,Grass Flexi 70cm,Grass,Bu,Green,70,1,,,,Australia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,flexi grass,Grasses,2efd16cb-7721-4303-a454-5392bd40eac1,0.9477860927581787,2025-05-19,2025-05-28
Dvflora,42666,Grass Oats,Grass,Bu,Green,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,grass oat,Grasses,2efd16cb-7721-4303-a454-5392bd40eac1,0.9477860927581787,2025-05-19,2025-05-28
Dvflora,27799,Grass Wheat,Grass,Bu,Brown,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,grass wheat,Grasses,2efd16cb-7721-4303-a454-5392bd40eac1,0.9477860927581787,2025-05-19,2025-05-28
Dvflora,40519,Stock Mauve Antique C.A.,Stock,Bu,Mauve,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,a antique c mauve stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,39709,Stock Mauve Antique S.A.,Stock,Bu,Mauve,,1,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,a antique mauve s stock,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,75084,Kale Purple/Green 5st Peru,Kale/Brassic,Bu,Bicolor,,5,,,,Peru,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,green kale peru purple,Kale,a06f225f-b6ca-4dc8-8b80-f3cb014b1794,0.9088802337646484,2025-05-19,2025-05-28
Dvflora,32275,Mum Disbud Green Fuzzball,Mums-Bunched,Bu,Green,,1,7.69,7.69,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Bombon (Ball) Fuzzball Chrysanthemum Disbuds/ Mums green,6ee34af1-93ec-4e35-aef9-5dd6ee986e25,0.9373161792755127,disbud fuzzball green mum,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.921911358833313,2025-05-19,2025-05-28
Dvflora,28596,Rice Flower White Vic. 40/50cm,Misc.Fillers,Bu,White,40,40,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Rice Flower white,41b78129-5f17-4cd1-8259-e8fe08464444,0.9126815795898438,flower rice vic white,Amarcrinum,f2246d90-1a35-41a2-9d57-10a3fbcdc8f0,0.8231244087219238,2025-05-19,2025-05-28
Dvflora,27972,Lavender English,Lavender,Bu,all,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Ardenne Alstroemeria lavender,114cf1e1-a187-42dd-b7e4-ba4014f5c3c8,0.9545913934707642,english lavender,Lavender,64317c5b-3400-4e52-a1f7-dc8d62e29fcc,1.0,2025-05-19,2025-05-28
Dvflora,17993,Lepidium California,Misc.Fillers,Bu,Green,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,california lepidium,Amarcrinum,f2246d90-1a35-41a2-9d57-10a3fbcdc8f0,0.8231244087219238,2025-05-19,2025-05-28
Dvflora,58866,Lepidium Green Dragon 6pk,Misc.Fillers,Bu,Green,,1,7.99,7.99,6,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Felicium Fern green,8de22d82-71c7-4200-bd0e-eb3bb4302289,0.9149874448776245,dragon green lepidium,Amarcrinum,f2246d90-1a35-41a2-9d57-10a3fbcdc8f0,0.8231244087219238,2025-05-19,2025-05-28
Dvflora,31862,Sunflower Ylw FNY Vin Choic,Sunflower,Bu,Orange,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Vincent Sunflower yellow,806e6ea5-485f-4092-b7af-1042bc27c5e7,0.9740514755249023,choice fny sunflower vincent yellow,Sunflower,72193b6f-3745-43d3-b566-73346bb5db71,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,31868,Sunflower Ylw SEL Vin Choic,Sunflower,Bu,Orange,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Vincent Sunflower yellow,806e6ea5-485f-4092-b7af-1042bc27c5e7,0.9772907495498657,choice select sunflower vincent yellow,Sunflower,72193b6f-3745-43d3-b566-73346bb5db71,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,31865,Sunflower Ylw XTR Vin Choic,Sunflower,Bu,Orange,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Vincent Sunflower yellow,806e6ea5-485f-4092-b7af-1042bc27c5e7,0.9679800868034363,choice sunflower vincent xtr yellow,Sunflower,72193b6f-3745-43d3-b566-73346bb5db71,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,31863,Sunflower Ylw FCY Vin Fresh,Sunflower,Bu,Gold,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Vincent Fresh Sunflower yellow,8d5885cb-3543-4468-985b-cfa27b23f2e5,0.9743449091911316,fancy fresh sunflower vin yellow,Sunflower,72193b6f-3745-43d3-b566-73346bb5db71,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,31869,Sunflower Ylw SEL Vin Fresh,Sunflower,Bu,Gold,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Vincent Fresh Sunflower yellow,8d5885cb-3543-4468-985b-cfa27b23f2e5,0.9702062606811523,fresh select sunflower vin yellow,Sunflower,72193b6f-3745-43d3-b566-73346bb5db71,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,31866,Sunflower Ylw XTR Vin Fresh,Sunflower,Bu,Gold,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Vincent Fresh Sunflower yellow,8d5885cb-3543-4468-985b-cfa27b23f2e5,0.9525614976882935,fresh sunflower vin xtr yellow,Sunflower,72193b6f-3745-43d3-b566-73346bb5db71,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,39054,Scabiosa Burg Blackberry Scoop,Scabiosa,Bu,Burgundy,,1,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Blackberry Scoop Scabiosa purple,44cf52be-96df-49d2-a9d9-a26ef46978d5,0.9474997520446777,blackberry burg scabiosa scoop,Scabiosa,c1f2e201-3b47-49a6-be06-3b5d2822bd9a,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,31133,Scabiosa Burgundy Annual,Scabiosa,Bu,Burgundy,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Burgundy Scabiosa burgundy,bbcab144-6353-408b-babe-f2d026b4dac5,0.9720221757888794,annual burgundy scabiosa,Scabiosa,c1f2e201-3b47-49a6-be06-3b5d2822bd9a,1.0000001192092896,2025-05-19,2025-05-28
Dvflora,39056,Scabiosa Red Raspberry Scoop,Scabiosa,Bu,Pink Hot,,1,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Red Scoop Scabiosa red,bdd0fd4b-0bb9-4bb8-90dc-08102e6d0e77,0.9724149703979492,raspberry red scabiosa scoop,Scabiosa,c1f2e201-3b47-49a6-be06-3b5d2822bd9a,1.0000001192092896,2025-05-19,2025-05-28
