competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,price_per_stem,available_units,grower_country,product_url,matched_variety_name,variety_key,variety_score,cleaned_name_used,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Dvflora,49699,Mum Disbud Red Rojo Ecu,Mums-Bunched,Bu,Red,,1,11.19,11.19,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9472289085388184,disbud ecu mum red rojo,,,,2025-05-14,2025-05-22
Dvflora,50781,Mum Disbud Org Kirby Vintage E,Mums-Bunched,Bu,Orange,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9482674598693848,disbud e kirby mum orange vintage,,,,2025-05-14,2025-05-22
Dvflora,50811,Mum Disbud Rossano Org ECU 3pk,Mums-Bunched,Bu,Orange,,1,12.99,12.99,3,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.953811526298523,disbud ecu mum orange rossano,,,,2025-05-14,2025-05-22
Dvflora,52418,Rose Pch Felicity 50cm,Roses-Standard,Stem,Peach,50,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Felicity Roses peach,1bd4a2e1-a608-4b7f-9cb6-ed17b629fe15,0.9788331985473633,felicity peach rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8889873623847961,2025-05-14,2025-05-22
Dvflora,52002,Rose Pch Felicity 50cm cs100,Roses-Standard,Stem,Peach,50,1,1.69,1.69,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Felicity Roses peach,1bd4a2e1-a608-4b7f-9cb6-ed17b629fe15,0.9788331985473633,felicity peach rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8889873623847961,2025-05-14,2025-05-22
Dvflora,52419,Rose Pch Felicity 60cm,Roses-Standard,Stem,Peach,60,1,1.89,1.89,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Felicity Roses peach,1bd4a2e1-a608-4b7f-9cb6-ed17b629fe15,0.9788331985473633,felicity peach rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8889873623847961,2025-05-14,2025-05-22
Dvflora,68901,Rose Pch Felicity 60cm,Roses-Standard,Stem,Peach,60,1,1.89,1.89,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Felicity Roses peach,1bd4a2e1-a608-4b7f-9cb6-ed17b629fe15,0.9788331985473633,felicity peach rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8889873623847961,2025-05-14,2025-05-22
Dvflora,50737,Mum Disbud Anem. Marshmllw 3pk,Mums-Bunched,Bu,Pink,,1,12.19,12.19,3,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9575140476226807,anem disbud marshmllw mum,,,,2025-05-14,2025-05-22
Dvflora,50641,Mum Disbud Pink Rossano,Mums-Bunched,Bu,Pink,,1,7.39,7.39,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.95311039686203,disbud mum pink rossano,,,,2025-05-14,2025-05-22
Dvflora,59326,Mum Dis Ball Purple Gustav,Mums-Bunched,Bu,Purple,,1,8.39,8.39,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,ball dis gustav mum purple,,,,2025-05-14,2025-05-22
Dvflora,59577,Mum Dis Ball Purple Gustav ECU,Mums-Bunched,Bu,Purple,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,ball dis ecu gustav mum purple,,,,2025-05-14,2025-05-22
Dvflora,57933,Mum Disbud Purple Andrea,Mums-Bunched,Bu,Purple,,1,10.99,10.99,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9437018036842346,andrea disbud mum purple,,,,2025-05-14,2025-05-22
Dvflora,51809,Mum Disbud Purple Bachata 4pk,Mums-Bunched,Bu,Purple,,1,7.49,7.49,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,bachata disbud mum purple,,,,2025-05-14,2025-05-22
Dvflora,59332,Mum Disbud Purple Gaviria,Mums-Bunched,Bu,Purple,,1,6.99,6.99,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9117825031280518,disbud gaviria mum purple,,,,2025-05-14,2025-05-22
Dvflora,62892,Mum Disbud Purple Tornado 5pk,Mums-Bunched,Bu,Purple,,1,7.99,7.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9383302927017212,disbud mum purple tornado,,,,2025-05-14,2025-05-22
Dvflora,59322,Mum Dis Ball Pch Sorbet Berry,Mums-Bunched,Bu,Peach,,1,8.29,8.29,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Sorbet Peony pink,67e93529-f2d1-4800-9379-57207b77824b,0.9396007657051086,ball berry dis mum peach sorbet,,,,2025-05-14,2025-05-22
Dvflora,58282,Mum Disbud Peach,Mums-Bunched,Bu,Peach,,1,8.99,8.99,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9677736759185791,disbud mum peach,,,,2025-05-14,2025-05-22
Dvflora,50823,Mum Disbud Peach Linette 3pk E,Mums-Bunched,Bu,Peach,,1,12.49,12.49,3,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9568237662315369,disbud e linette mum peach,,,,2025-05-14,2025-05-22
Dvflora,59300,Mum Disbud Peach Linette 4pk,Mums-Bunched,Bu,Peach,,1,7.09,7.09,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9467489719390869,disbud linette mum peach,,,,2025-05-14,2025-05-22
Dvflora,59035,Mum Disbud Peach Linette ECU,Mums-Bunched,Bu,Peach,,1,10.99,10.99,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9699535965919495,disbud ecu linette mum peach,,,,2025-05-14,2025-05-22
Dvflora,59037,Mum Disbud Salmon Aljonka ECU,Mums-Bunched,Bu,Peach,,1,11.39,11.39,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9382836222648621,aljonka disbud ecu mum salmon,,,,2025-05-14,2025-05-22
Dvflora,50737,Mum Disbud Anem. Marshmllw 3pk,Mums-Bunched,Bu,Pink Dark,,1,12.19,12.19,3,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9575140476226807,anem disbud marshmllw mum,,,,2025-05-14,2025-05-22
Dvflora,59037,Mum Disbud Salmon Aljonka ECU,Mums-Bunched,Bu,Salmon,,1,11.39,11.39,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9382836222648621,aljonka disbud ecu mum salmon,,,,2025-05-14,2025-05-22
Dvflora,24690,Sweetheart Rose Wht Eskimo,Roses-Sweetheart,Stem,White,,1,1.09,1.09,25,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,eskimo rose sweetheart white,Sweetheart Roses,e4e58d80-9d72-4c90-b3a0-11f5afdb607c,0.9615574479103088,2025-05-14,2025-05-22
Dvflora,59464,Mum Disbud Crm Caffe Latte ECU,Mums-Bunched,Bu,Cream/Brown,,1,10.99,10.99,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,caffe cream disbud ecu latte mum,,,,2025-05-14,2025-05-22
Dvflora,58652,Mum Dis Ball Burg. Ganache Ecu,Mums-Bunched,Bu,Burgundy,,1,11.39,11.39,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,ball burg dis ecu ganache mum,,,,2025-05-14,2025-05-22
Dvflora,24967,Sweetheart Rose Crm Medeo,Roses-Sweetheart,Stem,Cream,,1,1.19,1.19,25,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Exclusive Line Spring Sweetheart Bouquets mixed,dfe944e9-dd89-48b3-a23c-85bbf66ecd5e,0.9070414304733276,cream medeo rose sweetheart,Sweetheart Roses,e4e58d80-9d72-4c90-b3a0-11f5afdb607c,0.9615574479103088,2025-05-14,2025-05-22
Dvflora,59141,Mum Dis Ball Lav Mochi 10stm,Mums-Bunched,Bu,Lavender,,10,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,10stm ball dis lavender mochi mum,,,,2025-05-14,2025-05-22
Dvflora,49693,Mum Disbud Lav Candyfloss Ecu,Mums-Bunched,Bu,Lavender,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Cremon Pink Chrysanthemum Disbuds/ Mums pink,e6e3efbb-0c50-45b2-8477-d7460e019b91,0.9619604349136353,candyfloss disbud ecu lavender mum,,,,2025-05-14,2025-05-22
Dvflora,50752,Mum Disbud Lav Hnymn Intens,Mums-Bunched,Bu,Lavender,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Cremon Light Salmon Chrysanthemum Disbuds/ Mums lavender - multiple,43441182-5fb8-4bc3-b7c5-9f9ce0f69bf5,0.9758331775665283,disbud hnymn intens lavender mum,,,,2025-05-14,2025-05-22
Dvflora,59336,Mum Disbud Lavender Lotus,Mums-Bunched,Bu,Lavender,,1,8.59,8.59,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Cremon Light Salmon Chrysanthemum Disbuds/ Mums lavender - multiple,43441182-5fb8-4bc3-b7c5-9f9ce0f69bf5,0.9835827350616455,disbud lavender lotus mum,,,,2025-05-14,2025-05-22
Dvflora,59331,Mum Disbud Rossano Dark,Mums-Bunched,Bu,Lavender,,1,11.39,11.39,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Spider Pink Chrysanthemum Disbuds/ Mums pink,16976f54-3b9c-4cf2-ab11-e6b755663f0a,0.9306862354278564,dark disbud mum rossano,,,,2025-05-14,2025-05-22
Dvflora,57134,Mum Dis Ball Asst 5st 12pk,Mums-Bunched,Bu,Assorted,,5,5.99,5.99,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,assorted ball dis mum,,,,2025-05-14,2025-05-22
Dvflora,21971,Mum Disbud Assorted 12pk,Mums-Bunched,Bu,Assorted,,1,11.89,11.89,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9557574987411499,assorted disbud mum,,,,2025-05-14,2025-05-22
Dvflora,54822,Mum Disbud Assorted 5pk,Mums-Bunched,Bu,Assorted,,1,7.49,7.49,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9557574987411499,assorted disbud mum,,,,2025-05-14,2025-05-22
Dvflora,21950,Mum Disbud Assorted 9pk,Mums-Bunched,Bu,Assorted,,1,7.59,7.59,9,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9557574987411499,assorted disbud mum,,,,2025-05-14,2025-05-22
Dvflora,74221,Mum Disbud Assorted 9pk,Mums-Bunched,Bu,Assorted,,1,8.69,8.69,9,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9557574987411499,assorted disbud mum,,,,2025-05-14,2025-05-22
Dvflora,61206,Mum Disbud Asst 5pk,Mums-Bunched,Bu,Assorted,,1,5.99,5.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9557574987411499,assorted disbud mum,,,,2025-05-14,2025-05-22
Dvflora,60557,Mum Disbud Asst Seasonal 10pk,Mums-Bunched,Bu,Assorted,,1,7.69,7.69,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,CDN Seasonal Assorted Chrysanthemum Disbuds/ Mums mixed,6bf4ed9b-4e6f-44ea-b991-c6c6f8af2b2d,0.9695450067520142,assorted disbud mum seasonal,,,,2025-05-14,2025-05-22
Dvflora,47596,Anemone White Ecuador,Anemone,Bu,White,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Purple Anemone purple,b024f02b-1bad-4314-9dd3-69d14c7bd1b0,0.9527469277381897,anemone ecuador white,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0000001192092896,2025-05-14,2025-05-22
Dvflora,40531,Stock Pink/White Antique 4pk B,Stock,Bu,White,,1,12.99,12.99,4,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,antique b pink stock white,Stock,ab301a1f-7596-45ee-a689-dfc531f7b0c2,1.0,2025-05-14,2025-05-22
Dvflora,30883,Sweetheart Rose Pk Esther,Roses-Sweetheart,Stem,Pink,,1,1.19,1.19,25,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,esther pink rose sweetheart,Sweetheart Roses,e4e58d80-9d72-4c90-b3a0-11f5afdb607c,0.9615574479103088,2025-05-14,2025-05-22
Dvflora,24996,Statice Purple Tissue Queens,Statice,Bu,Purple,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,purple queen statice tissue,Statice,0fe1b331-a9eb-46d8-b354-81a9f944723a,1.0000001192092896,2025-05-14,2025-05-22
Dvflora,74478,Mum Disbud Yellow Astroid,Mums-Stem,Stem,Yellow,,1,1.29,1.29,160,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,"Cupids Duo Disbud Assorted (Almendra, Rosano) Chrysanthemum Disbuds/ Mums mixed",e977ce7b-4137-4c78-83b5-6cf44783c8b4,0.9418999552726746,astroid disbud mum yellow,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.8565216064453125,2025-05-14,2025-05-22
Dvflora,24998,Statice White Tissue Cult 5pk,Statice,Bu,White,,1,7.99,7.99,5,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,cult statice tissue white,Statice,0fe1b331-a9eb-46d8-b354-81a9f944723a,1.0000001192092896,2025-05-14,2025-05-22
Dvflora,74486,Mum Disbud White Zembla,Mums-Stem,Stem,White,,1,1.29,1.29,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9610706567764282,disbud mum white zembla,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.8565216064453125,2025-05-14,2025-05-22
Dvflora,59211,Mum Disbud Pasion d Almndra 3p,Mums-Bunched,Bu,Cream/Yellow,,1,12.49,12.49,3,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9341679811477661,almndra d disbud mum pasion,,,,2025-05-14,2025-05-22
Dvflora,65787,Mum Dis Ball Ylw Paladov 5st,Mums-Bunched,Bu,Yellow,,5,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,ball dis mum paladov yellow,,,,2025-05-14,2025-05-22
Dvflora,59211,Mum Disbud Pasion d Almndra 3p,Mums-Bunched,Bu,Yellow,,1,12.49,12.49,3,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9341679811477661,almndra d disbud mum pasion,,,,2025-05-14,2025-05-22
Dvflora,51799,Mum Disbud Yellow,Mums-Bunched,Bu,Yellow,,1,8.39,8.39,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Magnum Yellow  Chrysanthemum Disbuds/ Mums yellow,85586b02-bfea-49b0-b947-333f7ad1f9aa,0.9601699709892273,disbud mum yellow,,,,2025-05-14,2025-05-22
Dvflora,62891,Mum Disbud Yellow Astroid 5pk,Mums-Bunched,Bu,Yellow,,1,6.99,6.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,"Cupids Duo Disbud Assorted (Almendra, Rosano) Chrysanthemum Disbuds/ Mums mixed",e977ce7b-4137-4c78-83b5-6cf44783c8b4,0.9418999552726746,astroid disbud mum yellow,,,,2025-05-14,2025-05-22
Dvflora,63370,Rose Yel Momentum 50cm,Roses-Standard,Stem,Yellow,50,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Momentum Roses yellow,275f40d0-78d9-46b8-b24e-d09637a7afa0,0.9951400756835938,momentum rose yellow,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8889873623847961,2025-05-14,2025-05-22
Dvflora,47260,Rose Yel Momentum 60cm,Roses-Standard,Stem,Yellow,60,1,1.89,1.89,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Momentum Roses yellow,275f40d0-78d9-46b8-b24e-d09637a7afa0,0.9951400756835938,momentum rose yellow,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8889873623847961,2025-05-14,2025-05-22
