competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,color,stem_length,stems_per_unit,unit_price,stem_price,matched_variety_name,variety_key,variety_score,cleaned_name_used,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
PetalJet,4552422916195,Majolika Spray Rose Mixed Box #001,Spray Roses,assorted,40,120,176.4,1.47,Pink Majolika Spray Roses,96c6b8ba-c1ef-4f84-838e-e753fd3cc71d,0.9870014190673828,001 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4552422916195,Majolika Spray Rose Mixed Box #001,Spray Roses,assorted,40,240,333.6,1.39,Pink Majolika Spray Roses,96c6b8ba-c1ef-4f84-838e-e753fd3cc71d,0.9870014190673828,001 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4552422916195,Majolika Spray Rose Mixed Box #001,Spray Roses,assorted,50,80,141.6,1.77,Pink Majolika Spray Roses,96c6b8ba-c1ef-4f84-838e-e753fd3cc71d,0.9870014190673828,001 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4552422916195,Majolika Spray Rose Mixed Box #001,Spray Roses,assorted,50,110,188.1,1.71,Pink Majolika Spray Roses,96c6b8ba-c1ef-4f84-838e-e753fd3cc71d,0.9870014190673828,001 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4552422916195,Majolika Spray Rose Mixed Box #001,Spray Roses,assorted,50,220,360.8,1.64,Pink Majolika Spray Roses,96c6b8ba-c1ef-4f84-838e-e753fd3cc71d,0.9870014190673828,001 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4552422916195,Majolika Spray Rose Mixed Box #001,Spray Roses,assorted,60,80,156.0,1.95,Pink Majolika Spray Roses,96c6b8ba-c1ef-4f84-838e-e753fd3cc71d,0.9870014190673828,001 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4552422916195,Majolika Spray Rose Mixed Box #001,Spray Roses,assorted,60,110,207.9,1.89,Pink Majolika Spray Roses,96c6b8ba-c1ef-4f84-838e-e753fd3cc71d,0.9870014190673828,001 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4552422916195,Majolika Spray Rose Mixed Box #001,Spray Roses,assorted,60,220,398.2,1.81,Pink Majolika Spray Roses,96c6b8ba-c1ef-4f84-838e-e753fd3cc71d,0.9870014190673828,001 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,8364155502901,Majolika Spray Rose Mixed Box #002 -,Spray Roses,assorted,40,70,105.7,1.51,White Majolika Spray Roses,f740603f-e493-4a07-a9e7-cc73c854215b,0.9849012494087219,002 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,8364155502901,Majolika Spray Rose Mixed Box #002 -,Spray Roses,assorted,40,90,123.3,1.37,White Majolika Spray Roses,f740603f-e493-4a07-a9e7-cc73c854215b,0.9849012494087219,002 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,8364155502901,Majolika Spray Rose Mixed Box #002 -,Spray Roses,assorted,40,120,159.6,1.33,White Majolika Spray Roses,f740603f-e493-4a07-a9e7-cc73c854215b,0.9849012494087219,002 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,8364155502901,Majolika Spray Rose Mixed Box #002 -,Spray Roses,assorted,50,70,117.6,1.68,White Majolika Spray Roses,f740603f-e493-4a07-a9e7-cc73c854215b,0.9849012494087219,002 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,8364155502901,Majolika Spray Rose Mixed Box #002 -,Spray Roses,assorted,50,110,171.6,1.56,White Majolika Spray Roses,f740603f-e493-4a07-a9e7-cc73c854215b,0.9849012494087219,002 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,8364155502901,Majolika Spray Rose Mixed Box #002 -,Spray Roses,assorted,60,70,130.9,1.87,White Majolika Spray Roses,f740603f-e493-4a07-a9e7-cc73c854215b,0.9849012494087219,002 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,8364155502901,Majolika Spray Rose Mixed Box #002 -,Spray Roses,assorted,60,110,189.2,1.72,White Majolika Spray Roses,f740603f-e493-4a07-a9e7-cc73c854215b,0.9849012494087219,002 box majolika mixed rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4407243079779,Mambo Orange Spray Rose,Spray Roses,F241,40,60,95.4,1.59,Orange Mambo Spray Roses,69b40e96-63e0-489d-8704-6ab6a4bf94af,0.9860296249389648,mambo orange rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4407243079779,Mambo Orange Spray Rose,Spray Roses,F241,40,70,105.7,1.51,Orange Mambo Spray Roses,69b40e96-63e0-489d-8704-6ab6a4bf94af,0.9860296249389648,mambo orange rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4407243079779,Mambo Orange Spray Rose,Spray Roses,F241,40,90,126.9,1.41,Orange Mambo Spray Roses,69b40e96-63e0-489d-8704-6ab6a4bf94af,0.9860296249389648,mambo orange rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4407243079779,Mambo Orange Spray Rose,Spray Roses,F241,40,180,252.0,1.4,Orange Mambo Spray Roses,69b40e96-63e0-489d-8704-6ab6a4bf94af,0.9860296249389648,mambo orange rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4407243079779,Mambo Orange Spray Rose,Spray Roses,F241,50,60,103.2,1.72,Orange Mambo Spray Roses,69b40e96-63e0-489d-8704-6ab6a4bf94af,0.9860296249389648,mambo orange rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4407243079779,Mambo Orange Spray Rose,Spray Roses,F241,50,80,131.2,1.64,Orange Mambo Spray Roses,69b40e96-63e0-489d-8704-6ab6a4bf94af,0.9860296249389648,mambo orange rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,4407243079779,Mambo Orange Spray Rose,Spray Roses,F241,50,160,259.2,1.62,Orange Mambo Spray Roses,69b40e96-63e0-489d-8704-6ab6a4bf94af,0.9860296249389648,mambo orange rose spray,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
PetalJet,6612567851107,Mandala Rose,Premium Roses,Pink,50,48,80.64,1.68,,,,mandala rose,,,,2025-05-26,2025-06-04
PetalJet,6612567851107,Mandala Rose,Premium Roses,Pink,50,72,115.2,1.6,,,,mandala rose,,,,2025-05-26,2025-06-04
PetalJet,6612567851107,Mandala Rose,Premium Roses,Pink,50,144,224.64,1.56,,,,mandala rose,,,,2025-05-26,2025-06-04
PetalJet,6612567851107,Mandala Rose,Premium Roses,Pink,50,288,434.88,1.51,,,,mandala rose,,,,2025-05-26,2025-06-04
PetalJet,6612567851107,Mandala Rose,Premium Roses,Pink,60,72,119.52,1.66,,,,mandala rose,,,,2025-05-26,2025-06-04
PetalJet,6612567851107,Mandala Rose,Premium Roses,Pink,60,144,233.28,1.62,,,,mandala rose,,,,2025-05-26,2025-06-04
PetalJet,6612567851107,Mandala Rose,Premium Roses,Pink,60,288,457.92,1.59,,,,mandala rose,,,,2025-05-26,2025-06-04
PetalJet,8882592710965,Mango Mini Calla Lily -,Calla Lily,Bicolor,40,80,131.2,1.64,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9773331880569458,calla lily mango mini,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
PetalJet,8882592710965,Mango Mini Calla Lily -,Calla Lily,Bicolor,40,120,183.6,1.53,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9773331880569458,calla lily mango mini,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
PetalJet,8882592710965,Mango Mini Calla Lily -,Calla Lily,Bicolor,50,70,137.9,1.97,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9773331880569458,calla lily mango mini,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
PetalJet,8882592710965,Mango Mini Calla Lily -,Calla Lily,Bicolor,50,100,188.0,1.88,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9773331880569458,calla lily mango mini,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
PetalJet,9039494873397,Manuela Hybrid Delphinium ELATUM -,Delphinium,Filler Flower,60,50,110.5,2.21,Purple Hybrid Blue Bird Delphinium,5a86ecb9-7247-4fdd-9a50-5b7acdd14a21,0.9942142367362976,delphinium elatum hybrid manuela,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-26,2025-06-04
PetalJet,9039494873397,Manuela Hybrid Delphinium ELATUM -,Delphinium,Filler Flower,60,90,175.5,1.95,Purple Hybrid Blue Bird Delphinium,5a86ecb9-7247-4fdd-9a50-5b7acdd14a21,0.9942142367362976,delphinium elatum hybrid manuela,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-26,2025-06-04
PetalJet,9039494873397,Manuela Hybrid Delphinium ELATUM -,Delphinium,Filler Flower,70,70,203.0,2.9,Purple Hybrid Blue Bird Delphinium,5a86ecb9-7247-4fdd-9a50-5b7acdd14a21,0.9942142367362976,delphinium elatum hybrid manuela,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-26,2025-06-04
PetalJet,9039494873397,Manuela Hybrid Delphinium ELATUM -,Delphinium,Filler Flower,80,50,172.5,3.45,Purple Hybrid Blue Bird Delphinium,5a86ecb9-7247-4fdd-9a50-5b7acdd14a21,0.9942142367362976,delphinium elatum hybrid manuela,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-26,2025-06-04
PetalJet,8824632672565,Marigold Assorted Box -,Marigold,Fall,50,80,111.2,1.39,,,,assorted box marigold,Marigold,d5baba9a-471d-44bb-9f8c-45a75726eda6,1.0,2025-05-26,2025-06-04
PetalJet,8824632672565,Marigold Assorted Box -,Marigold,Fall,50,120,159.6,1.33,,,,assorted box marigold,Marigold,d5baba9a-471d-44bb-9f8c-45a75726eda6,1.0,2025-05-26,2025-06-04
PetalJet,8062182687029,Marte Red Carnation -,Carantions,Fall,60,200,102.0,0.51,Red Mini Carnation,10b23582-414f-43e2-bb8e-e34d3a3d9b26,0.9653444290161133,carnation marte red,,,,2025-05-26,2025-06-04
PetalJet,8062182687029,Marte Red Carnation -,Carantions,Fall,60,350,161.0,0.46,Red Mini Carnation,10b23582-414f-43e2-bb8e-e34d3a3d9b26,0.9653444290161133,carnation marte red,,,,2025-05-26,2025-06-04
PetalJet,8062182687029,Marte Red Carnation -,Carantions,Fall,70,300,153.0,0.51,Red Mini Carnation,10b23582-414f-43e2-bb8e-e34d3a3d9b26,0.9653444290161133,carnation marte red,,,,2025-05-26,2025-06-04
PetalJet,1794650275901,Martina Orange Rose,Premium Roses,Fall,50,72,105.12,1.46,Orange Ruscus,df3e2765-4e9b-4f96-9121-72673398b95e,0.9445686340332031,martina orange rose,,,,2025-05-26,2025-06-04
PetalJet,1794650275901,Martina Orange Rose,Premium Roses,Fall,50,96,138.24,1.44,Orange Ruscus,df3e2765-4e9b-4f96-9121-72673398b95e,0.9445686340332031,martina orange rose,,,,2025-05-26,2025-06-04
PetalJet,1794650275901,Martina Orange Rose,Premium Roses,Fall,50,192,264.96,1.38,Orange Ruscus,df3e2765-4e9b-4f96-9121-72673398b95e,0.9445686340332031,martina orange rose,,,,2025-05-26,2025-06-04
PetalJet,1794650275901,Martina Orange Rose,Premium Roses,Fall,50,384,526.08,1.37,Orange Ruscus,df3e2765-4e9b-4f96-9121-72673398b95e,0.9445686340332031,martina orange rose,,,,2025-05-26,2025-06-04
PetalJet,1794650275901,Martina Orange Rose,Premium Roses,Fall,60,96,152.64,1.59,Orange Ruscus,df3e2765-4e9b-4f96-9121-72673398b95e,0.9445686340332031,martina orange rose,,,,2025-05-26,2025-06-04
PetalJet,1794650275901,Martina Orange Rose,Premium Roses,Fall,60,192,297.6,1.55,Orange Ruscus,df3e2765-4e9b-4f96-9121-72673398b95e,0.9445686340332031,martina orange rose,,,,2025-05-26,2025-06-04
PetalJet,1794650275901,Martina Orange Rose,Premium Roses,Fall,60,384,579.84,1.51,Orange Ruscus,df3e2765-4e9b-4f96-9121-72673398b95e,0.9445686340332031,martina orange rose,,,,2025-05-26,2025-06-04
PetalJet,4407068917859,Martina Pink Rose,Premium Roses,Pink,50,72,105.12,1.46,Pink Veronica,9d57cd8b-410a-4281-80cf-a66024c543ae,0.9285748600959778,martina pink rose,,,,2025-05-26,2025-06-04
PetalJet,4407068917859,Martina Pink Rose,Premium Roses,Pink,50,96,138.24,1.44,Pink Veronica,9d57cd8b-410a-4281-80cf-a66024c543ae,0.9285748600959778,martina pink rose,,,,2025-05-26,2025-06-04
PetalJet,4407068917859,Martina Pink Rose,Premium Roses,Pink,50,192,264.96,1.38,Pink Veronica,9d57cd8b-410a-4281-80cf-a66024c543ae,0.9285748600959778,martina pink rose,,,,2025-05-26,2025-06-04
PetalJet,4407068917859,Martina Pink Rose,Premium Roses,Pink,50,384,526.08,1.37,Pink Veronica,9d57cd8b-410a-4281-80cf-a66024c543ae,0.9285748600959778,martina pink rose,,,,2025-05-26,2025-06-04
PetalJet,4407068917859,Martina Pink Rose,Premium Roses,Pink,60,96,152.64,1.59,Pink Veronica,9d57cd8b-410a-4281-80cf-a66024c543ae,0.9285748600959778,martina pink rose,,,,2025-05-26,2025-06-04
PetalJet,4407068917859,Martina Pink Rose,Premium Roses,Pink,60,192,297.6,1.55,Pink Veronica,9d57cd8b-410a-4281-80cf-a66024c543ae,0.9285748600959778,martina pink rose,,,,2025-05-26,2025-06-04
PetalJet,4407068917859,Martina Pink Rose,Premium Roses,Pink,60,384,579.84,1.51,Pink Veronica,9d57cd8b-410a-4281-80cf-a66024c543ae,0.9285748600959778,martina pink rose,,,,2025-05-26,2025-06-04
PetalJet,1767495172157,Marzipan Rose,Premium Roses,F221,40,48,72.48,1.51,Blush Marzipan  Roses,3c4abceb-fca2-4d69-aee9-43d3beb29265,0.952261745929718,marzipan rose,,,,2025-05-26,2025-06-04
PetalJet,1767495172157,Marzipan Rose,Premium Roses,F221,40,72,103.68,1.44,Blush Marzipan  Roses,3c4abceb-fca2-4d69-aee9-43d3beb29265,0.952261745929718,marzipan rose,,,,2025-05-26,2025-06-04
PetalJet,1767495172157,Marzipan Rose,Premium Roses,F221,40,144,200.16,1.39,Blush Marzipan  Roses,3c4abceb-fca2-4d69-aee9-43d3beb29265,0.952261745929718,marzipan rose,,,,2025-05-26,2025-06-04
PetalJet,1767495172157,Marzipan Rose,Premium Roses,F221,40,288,388.8,1.35,Blush Marzipan  Roses,3c4abceb-fca2-4d69-aee9-43d3beb29265,0.952261745929718,marzipan rose,,,,2025-05-26,2025-06-04
PetalJet,1767495172157,Marzipan Rose,Premium Roses,F221,50,48,80.64,1.68,Blush Marzipan  Roses,3c4abceb-fca2-4d69-aee9-43d3beb29265,0.952261745929718,marzipan rose,,,,2025-05-26,2025-06-04
PetalJet,1767495172157,Marzipan Rose,Premium Roses,F221,50,72,115.2,1.6,Blush Marzipan  Roses,3c4abceb-fca2-4d69-aee9-43d3beb29265,0.952261745929718,marzipan rose,,,,2025-05-26,2025-06-04
PetalJet,1767495172157,Marzipan Rose,Premium Roses,F221,50,144,224.64,1.56,Blush Marzipan  Roses,3c4abceb-fca2-4d69-aee9-43d3beb29265,0.952261745929718,marzipan rose,,,,2025-05-26,2025-06-04
PetalJet,1767495172157,Marzipan Rose,Premium Roses,F221,50,288,434.88,1.51,Blush Marzipan  Roses,3c4abceb-fca2-4d69-aee9-43d3beb29265,0.952261745929718,marzipan rose,,,,2025-05-26,2025-06-04
PetalJet,1767495172157,Marzipan Rose,Premium Roses,F221,60,72,119.52,1.66,Blush Marzipan  Roses,3c4abceb-fca2-4d69-aee9-43d3beb29265,0.952261745929718,marzipan rose,,,,2025-05-26,2025-06-04
PetalJet,1767495172157,Marzipan Rose,Premium Roses,F221,60,144,233.28,1.62,Blush Marzipan  Roses,3c4abceb-fca2-4d69-aee9-43d3beb29265,0.952261745929718,marzipan rose,,,,2025-05-26,2025-06-04
PetalJet,1767495172157,Marzipan Rose,Premium Roses,F221,60,288,457.92,1.59,Blush Marzipan  Roses,3c4abceb-fca2-4d69-aee9-43d3beb29265,0.952261745929718,marzipan rose,,,,2025-05-26,2025-06-04
PetalJet,4749617725539,Matcha Rose,Garden Roses,Bicolor,40,60,96.6,1.61,,,,matcha rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,4749617725539,Matcha Rose,Garden Roses,Bicolor,50,36,69.12,1.92,,,,matcha rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,4749617725539,Matcha Rose,Garden Roses,Bicolor,50,60,107.4,1.79,,,,matcha rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,4749617725539,Matcha Rose,Garden Roses,Bicolor,50,120,205.2,1.71,,,,matcha rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,4749617725539,Matcha Rose,Garden Roses,Bicolor,50,240,398.4,1.66,,,,matcha rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,4749617725539,Matcha Rose,Garden Roses,Bicolor,60,60,114.0,1.9,,,,matcha rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,4749617725539,Matcha Rose,Garden Roses,Bicolor,60,120,223.2,1.86,,,,matcha rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,4749617725539,Matcha Rose,Garden Roses,Bicolor,60,240,436.8,1.82,,,,matcha rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1792969703485,Matilda Rose,Premium Roses,Fall,50,60,90.6,1.51,,,,matilda rose,,,,2025-05-26,2025-06-04
PetalJet,1792969703485,Matilda Rose,Premium Roses,Fall,50,84,123.48,1.47,,,,matilda rose,,,,2025-05-26,2025-06-04
PetalJet,1792969703485,Matilda Rose,Premium Roses,Fall,50,168,240.24,1.43,,,,matilda rose,,,,2025-05-26,2025-06-04
PetalJet,1792969703485,Matilda Rose,Premium Roses,Fall,60,84,142.8,1.7,,,,matilda rose,,,,2025-05-26,2025-06-04
PetalJet,1792969703485,Matilda Rose,Premium Roses,Fall,60,168,277.2,1.65,,,,matilda rose,,,,2025-05-26,2025-06-04
PetalJet,9039488778549,Mauve River (pale pink) Hybrid Delphinium ELATUM -,Delphinium,blush,60,60,121.8,2.03,Purple Hybrid Blue Bird Delphinium,5a86ecb9-7247-4fdd-9a50-5b7acdd14a21,0.9931347966194153,delphinium elatum hybrid mauve pale pink river,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-26,2025-06-04
PetalJet,9039488778549,Mauve River (pale pink) Hybrid Delphinium ELATUM -,Delphinium,blush,60,100,187.0,1.87,Purple Hybrid Blue Bird Delphinium,5a86ecb9-7247-4fdd-9a50-5b7acdd14a21,0.9931347966194153,delphinium elatum hybrid mauve pale pink river,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-26,2025-06-04
PetalJet,9039488778549,Mauve River (pale pink) Hybrid Delphinium ELATUM -,Delphinium,blush,70,75,215.25,2.87,Purple Hybrid Blue Bird Delphinium,5a86ecb9-7247-4fdd-9a50-5b7acdd14a21,0.9931347966194153,delphinium elatum hybrid mauve pale pink river,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-26,2025-06-04
PetalJet,9039488778549,Mauve River (pale pink) Hybrid Delphinium ELATUM -,Delphinium,blush,80,60,196.2,3.27,Purple Hybrid Blue Bird Delphinium,5a86ecb9-7247-4fdd-9a50-5b7acdd14a21,0.9931347966194153,delphinium elatum hybrid mauve pale pink river,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-26,2025-06-04
PetalJet,8792850563381,Mayra Bridal Pink Garden Rose,Garden Roses,Wedding,50,60,124.2,2.07,Pink Mayras Bridal Garden Roses,44e65fa0-1676-4d10-8b8b-fa8ddea43f96,0.9822531342506409,bridal garden mayra pink rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,8792850563381,Mayra Bridal Pink Garden Rose,Garden Roses,Wedding,50,84,169.68,2.02,Pink Mayras Bridal Garden Roses,44e65fa0-1676-4d10-8b8b-fa8ddea43f96,0.9822531342506409,bridal garden mayra pink rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1794652438589,Mayra Flamingo Garden Rose,Garden Roses,Light Pink,40,60,109.8,1.83,Pink Mayras Flamingo Garden Roses,5d20b10f-796d-48af-8384-eae7628b736c,0.9746159315109253,flamingo garden mayra rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1794652438589,Mayra Flamingo Garden Rose,Garden Roses,Light Pink,40,84,150.36,1.79,Pink Mayras Flamingo Garden Roses,5d20b10f-796d-48af-8384-eae7628b736c,0.9746159315109253,flamingo garden mayra rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1794652438589,Mayra Flamingo Garden Rose,Garden Roses,Light Pink,40,168,290.64,1.73,Pink Mayras Flamingo Garden Roses,5d20b10f-796d-48af-8384-eae7628b736c,0.9746159315109253,flamingo garden mayra rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1794652438589,Mayra Flamingo Garden Rose,Garden Roses,Light Pink,50,60,114.6,1.91,Pink Mayras Flamingo Garden Roses,5d20b10f-796d-48af-8384-eae7628b736c,0.9746159315109253,flamingo garden mayra rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1794652438589,Mayra Flamingo Garden Rose,Garden Roses,Light Pink,50,84,157.08,1.87,Pink Mayras Flamingo Garden Roses,5d20b10f-796d-48af-8384-eae7628b736c,0.9746159315109253,flamingo garden mayra rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1794652438589,Mayra Flamingo Garden Rose,Garden Roses,Light Pink,50,168,304.08,1.81,Pink Mayras Flamingo Garden Roses,5d20b10f-796d-48af-8384-eae7628b736c,0.9746159315109253,flamingo garden mayra rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1767623917629,Mayra Hot Pink Garden Rose,Garden Roses,Hot Pink,40,48,97.44,2.03,Pink Mayras Hot Garden Roses,4430bdb3-30d5-4a3f-a353-07919d5e3bed,0.9810444116592407,garden hot mayra pink rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1767623917629,Mayra Hot Pink Garden Rose,Garden Roses,Hot Pink,40,72,138.96,1.93,Pink Mayras Hot Garden Roses,4430bdb3-30d5-4a3f-a353-07919d5e3bed,0.9810444116592407,garden hot mayra pink rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1767623917629,Mayra Hot Pink Garden Rose,Garden Roses,Hot Pink,40,144,270.72,1.88,Pink Mayras Hot Garden Roses,4430bdb3-30d5-4a3f-a353-07919d5e3bed,0.9810444116592407,garden hot mayra pink rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1767623917629,Mayra Hot Pink Garden Rose,Garden Roses,Hot Pink,50,48,101.28,2.11,Pink Mayras Hot Garden Roses,4430bdb3-30d5-4a3f-a353-07919d5e3bed,0.9810444116592407,garden hot mayra pink rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1767623917629,Mayra Hot Pink Garden Rose,Garden Roses,Hot Pink,50,72,146.16,2.03,Pink Mayras Hot Garden Roses,4430bdb3-30d5-4a3f-a353-07919d5e3bed,0.9810444116592407,garden hot mayra pink rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1767623917629,Mayra Hot Pink Garden Rose,Garden Roses,Hot Pink,50,144,283.68,1.97,Pink Mayras Hot Garden Roses,4430bdb3-30d5-4a3f-a353-07919d5e3bed,0.9810444116592407,garden hot mayra pink rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1767623917629,Mayra Hot Pink Garden Rose,Garden Roses,Hot Pink,60,72,149.76,2.08,Pink Mayras Hot Garden Roses,4430bdb3-30d5-4a3f-a353-07919d5e3bed,0.9810444116592407,garden hot mayra pink rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
PetalJet,1767623917629,Mayra Hot Pink Garden Rose,Garden Roses,Hot Pink,60,144,292.32,2.03,Pink Mayras Hot Garden Roses,4430bdb3-30d5-4a3f-a353-07919d5e3bed,0.9810444116592407,garden hot mayra pink rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
